Iteration,ROI,Net Profit,Max Drawdown,Trades
105,-1.759743324793726,-175.9743324793726,7.208075958635309,6
106,-1.759743324793726,-175.9743324793726,3.5975337471044506,6
107,-1.759743324793726,-175.9743324793726,7.208075958635309,6
108,-1.759743324793726,-175.9743324793726,6.183645676323685,6
109,-1.759743324793708,-175.9743324793708,6.775091091478467,6
110,-1.759743324793726,-175.9743324793726,6.25214171348256,6
111,-1.759743324793708,-175.9743324793708,3.666116152942741,6
112,-1.759743324793726,-175.9743324793726,4.413533143115231,6
113,-1.759743324793726,-175.9743324793726,7.208075958635309,6
114,-1.759743324793726,-175.9743324793726,3.610455842851443,6
115,-1.759743324793708,-175.9743324793708,4.37951798818079,6
116,-1.759743324793726,-175.9743324793726,3.610455842851443,6
117,-1.759743324793726,-175.9743324793726,7.208075958635309,6
118,-1.759743324793726,-175.9743324793726,4.455723617851436,6
119,-1.759743324793708,-175.9743324793708,3.5976201157838656,6
120,-1.759743324793726,-175.9743324793726,6.362808183635316,6
121,-1.759743324793726,-175.9743324793726,4.387227580692561,6
122,-1.759743324793726,-175.9743324793726,6.294312146476441,6
123,-1.759743324793726,-175.9743324793726,6.355774472375868,6
124,-1.759743324793708,-175.9743324793708,4.338751726344469,6
125,-1.759743324793708,-175.9743324793708,6.835647163492464,6
126,-1.759743324793726,-175.9743324793726,6.25214171348256,6
127,-1.759743324793708,-175.9743324793708,6.8981821355299235,6
128,-1.759743324793726,-175.9743324793726,5.406873938482567,6
129,-1.759743324793708,-175.9743324793708,4.338751726344469,6
130,-1.759743324793726,-175.9743324793726,4.455723617851436,6
131,-1.759743324793726,-175.9743324793726,6.294312146476441,6
132,-1.759743324793726,-175.9743324793726,7.139579921476434,6
133,-1.759743324793726,-175.9743324793726,3.5975337471044506,6
134,-1.759743324793726,-175.9743324793726,3.6316000251238614,6
135,-1.759743324793726,-175.9743324793726,6.362808183635316,6
136,-1.759743324793726,-175.9743324793726,6.302559855653871,6
137,-1.759743324793708,-175.9743324793708,3.479939746013744,6
138,-1.759743324793726,-175.9743324793726,5.406873938482567,6
139,-1.759743324793726,-175.9743324793726,6.238945361562077,6
140,-1.759743324793708,-175.9743324793708,6.021273361937709,6
141,-1.759743324793708,-175.9743324793708,6.8981821355299235,6
142,-1.759743324793708,-175.9743324793708,3.5448508445253197,6
143,-1.759743324793708,-175.9743324793708,5.92167649079729,6
144,-1.759743324793708,-175.9743324793708,3.5976201157838656,6
145,-1.759743324793708,-175.9743324793708,6.07684410227074,6
146,-1.759743324793726,-175.9743324793726,3.5419598056925676,6
147,-1.759743324793726,-175.9743324793726,3.5975337471044506,6
148,-1.759743324793726,-175.9743324793726,6.183645676323685,6
149,-1.759743324793726,-175.9743324793726,6.25214171348256,6
150,-1.759743324793726,-175.9743324793726,7.139579921476434,6
151,-1.759743324793726,-175.9743324793726,7.13982393658191,6
152,-1.759743324793708,-175.9743324793708,6.0237033923395655,6
153,-1.759743324793726,-175.9743324793726,6.25214171348256,6
154,-1.759743324793708,-175.9743324793708,6.08281238434237,6
155,-1.759743324793708,-175.9743324793708,6.835647163492464,6
156,-1.759743324793726,-175.9743324793726,6.183645676323685,6
157,-1.759743324793726,-175.9743324793726,6.183645676323685,6
158,-1.759743324793708,-175.9743324793708,5.153937318394912,6
159,-1.759743324793726,-175.9743324793726,7.208075958635309,6
160,-1.759743324793708,-175.9743324793708,6.835647163492464,6
161,-1.759743324793726,-175.9743324793726,5.3383779013236925,6
162,-1.759743324793726,-175.9743324793726,4.387227580692561,6
163,-1.759743324793708,-175.9743324793708,3.5976201157838656,6
164,-1.759743324793708,-175.9743324793708,3.666116152942741,6
165,-1.759743324793708,-175.9743324793708,4.274905121666152,6
166,-1.759743324793708,-175.9743324793708,3.666116152942741,6
167,-1.759743324793726,-175.9743324793726,6.362808183635316,6
168,-1.759743324793708,-175.9743324793708,5.983345975298552,6
169,-1.759743324793726,-175.9743324793726,7.139579921476434,6
170,-1.759743324793708,-175.9743324793708,6.775091091478467,6
171,-1.759743324793708,-175.9743324793708,6.021273361937709,6
172,-1.759743324793726,-175.9743324793726,7.13982393658191,6
173,-1.759743324793708,-175.9743324793708,6.835647163492464,6
174,-1.759743324793708,-175.9743324793708,6.021273361937709,6
175,-1.759743324793726,-175.9743324793726,6.362808183635316,6
176,-1.759743324793708,-175.9743324793708,5.153937318394912,6
177,-1.759743324793708,-175.9743324793708,5.983345975298552,6
178,-1.759743324793726,-175.9743324793726,3.5975337471044506,6
179,-1.759743324793708,-175.9743324793708,6.775091091478467,6
180,-1.759743324793726,-175.9743324793726,3.610455842851443,6
181,-1.759743324793708,-175.9743324793708,6.8981821355299235,6
182,-1.759743324793726,-175.9743324793726,6.362808183635316,6
183,-1.759743324793708,-175.9743324793708,6.835647163492464,6
184,-1.759743324793726,-175.9743324793726,6.362808183635316,6
185,-1.759743324793726,-175.9743324793726,3.5419598056925676,6
186,-1.759743324793726,-175.9743324793726,7.139579921476434,6
187,-1.759743324793726,-175.9743324793726,6.294312146476441,6
188,-1.759743324793708,-175.9743324793708,6.07684410227074,6
189,-1.759743324793708,-175.9743324793708,5.983345975298552,6
190,-1.759743324793726,-175.9743324793726,4.387227580692561,6
191,-1.759743324793726,-175.9743324793726,4.455723617851436,6
192,-1.759743324793726,-175.9743324793726,7.13982393658191,6
193,-1.759743324793726,-175.9743324793726,6.25214171348256,6
194,-1.759743324793726,-175.9743324793726,7.208075958635309,6
195,-1.759743324793708,-175.9743324793708,6.021273361937709,6
196,-1.759743324793708,-175.9743324793708,5.983345975298552,6
197,-1.759743324793708,-175.9743324793708,6.835647163492464,6
198,-1.759743324793726,-175.9743324793726,3.5975337471044506,6
199,-1.759743324793708,-175.9743324793708,3.563554874394717,6
200,-1.759743324793726,-175.9743324793726,6.355774472375868,6
201,-1.759743324793726,-175.9743324793726,6.183645676323685,6
202,-1.759743324793708,-175.9743324793708,4.338751726344469,6
203,-1.759743324793726,-175.9743324793726,6.238945361562077,6
204,-1.759743324793708,-175.9743324793708,3.666116152942741,6
205,-1.759743324793726,-175.9743324793726,5.406873938482567,6
206,-1.759743324793726,-175.9743324793726,7.13982393658191,6
207,-1.759743324793726,-175.9743324793726,6.25214171348256,6
208,-1.759743324793726,-175.9743324793726,7.208075958635309,6
209,-1.759743324793726,-175.9743324793726,4.413533143115231,6
210,-1.759743324793726,-175.9743324793726,7.139579921476434,6
211,-1.759743324793726,-175.9743324793726,7.139579921476434,6
212,-1.759743324793726,-175.9743324793726,6.302559855653871,6
213,-1.759743324793726,-175.9743324793726,3.610455842851443,6
214,-1.759743324793708,-175.9743324793708,5.983345975298552,6
215,-1.759743324793708,-175.9743324793708,5.983345975298552,6
216,-1.759743324793726,-175.9743324793726,6.25214171348256,6
217,-1.759743324793726,-175.9743324793726,4.455723617851436,6
218,-1.759743324793708,-175.9743324793708,5.983345975298552,6
219,-1.759743324793708,-175.9743324793708,6.021273361937709,6
220,-1.759743324793708,-175.9743324793708,6.07684410227074,6
221,-1.759743324793708,-175.9743324793708,5.983345975298552,6
222,-1.759743324793726,-175.9743324793726,6.294312146476441,6
223,-1.759743324793708,-175.9743324793708,3.479939746013744,6
224,-1.759743324793708,-175.9743324793708,6.835647163492464,6
225,-1.759743324793708,-175.9743324793708,6.835647163492464,6
226,-1.759743324793708,-175.9743324793708,6.775091091478467,6
227,-1.759743324793708,-175.9743324793708,6.021273361937709,6
228,-1.759743324793726,-175.9743324793726,7.208075958635309,6
229,-1.759743324793726,-175.9743324793726,4.455723617851436,6
230,-1.759743324793708,-175.9743324793708,6.775091091478467,6
231,-1.759743324793708,-175.9743324793708,5.983345975298552,6
232,-1.759743324793726,-175.9743324793726,3.5975337471044506,6
233,-1.759743324793726,-175.9743324793726,7.208075958635309,6
234,-1.759743324793726,-175.9743324793726,6.302559855653871,6
235,-1.759743324793726,-175.9743324793726,6.294312146476441,6
236,-1.759743324793726,-175.9743324793726,3.5419598056925676,6
237,-1.759743324793726,-175.9743324793726,6.355774472375868,6
238,-1.759743324793708,-175.9743324793708,3.483727557333576,6
239,-1.759743324793708,-175.9743324793708,6.021273361937709,6
240,-1.759743324793708,-175.9743324793708,5.92167649079729,6
241,-1.759743324793726,-175.9743324793726,6.294312146476441,6
242,-1.759743324793726,-175.9743324793726,3.5975337471044506,6
243,-1.759743324793726,-175.9743324793726,3.610455842851443,6
244,-1.759743324793708,-175.9743324793708,6.08281238434237,6
245,-1.759743324793708,-175.9743324793708,3.479939746013744,6
246,-1.759743324793708,-175.9743324793708,4.338751726344469,6
247,-1.759743324793726,-175.9743324793726,7.208075958635309,6
248,-1.759743324793726,-175.9743324793726,5.3383779013236925,6
249,-1.759743324793708,-175.9743324793708,6.775091091478467,6
250,-1.759743324793726,-175.9743324793726,6.25214171348256,6
251,-1.759743324793726,-175.9743324793726,7.139579921476434,6
252,-1.759743324793726,-175.9743324793726,4.387227580692561,6
253,-1.759743324793726,-175.9743324793726,3.5419598056925676,6
254,-1.759743324793708,-175.9743324793708,4.315098550409469,6
255,-1.759743324793708,-175.9743324793708,4.274905121666152,6
256,-1.759743324793726,-175.9743324793726,6.294312146476441,6
257,-1.759743324793708,-175.9743324793708,6.835647163492464,6
258,-1.759743324793726,-175.9743324793726,6.362808183635316,6
259,-1.759743324793726,-175.9743324793726,6.294312146476441,6
260,-1.759743324793726,-175.9743324793726,3.5975337471044506,6
261,-1.759743324793726,-175.9743324793726,3.5975337471044506,6
262,-1.759743324793726,-175.9743324793726,3.610455842851443,6
263,-1.759743324793726,-175.9743324793726,7.208075958635309,6
264,-1.759743324793726,-175.9743324793726,4.387227580692561,6
265,-1.759743324793726,-175.9743324793726,3.6316000251238614,6
266,-1.759743324793726,-175.9743324793726,6.302559855653871,6
267,-1.759743324793708,-175.9743324793708,4.274905121666152,6
268,-1.759743324793708,-175.9743324793708,6.835647163492464,6
269,-1.759743324793726,-175.9743324793726,6.362808183635316,6
270,-1.759743324793726,-175.9743324793726,7.13982393658191,6
271,-1.759743324793726,-175.9743324793726,7.208075958635309,6
272,-1.759743324793726,-175.9743324793726,7.208075958635309,6
273,-1.759743324793708,-175.9743324793708,6.021273361937709,6
274,-1.759743324793726,-175.9743324793726,7.13982393658191,6
275,-1.759743324793708,-175.9743324793708,4.274905121666152,6
276,-1.759743324793726,-175.9743324793726,7.139579921476434,6
277,-1.759743324793708,-175.9743324793708,3.5976201157838656,6
278,-1.759743324793726,-175.9743324793726,7.13982393658191,6
279,-1.759743324793726,-175.9743324793726,3.610455842851443,6
280,-1.759743324793726,-175.9743324793726,6.25214171348256,6
281,-1.759743324793708,-175.9743324793708,6.0237033923395655,6
282,-1.759743324793708,-175.9743324793708,6.07684410227074,6
283,-1.759743324793708,-175.9743324793708,4.338751726344469,6
284,-1.759743324793726,-175.9743324793726,4.455723617851436,6
285,-1.759743324793708,-175.9743324793708,5.216617099256634,6
286,-1.759743324793708,-175.9743324793708,6.021273361937709,6
287,-1.759743324793708,-175.9743324793708,6.835647163492464,6
288,-1.759743324793726,-175.9743324793726,7.208075958635309,6
289,-1.759743324793726,-175.9743324793726,3.610455842851443,6
290,-1.759743324793708,-175.9743324793708,4.315098550409469,6
291,-1.759743324793726,-175.9743324793726,6.25214171348256,6
292,-1.759743324793708,-175.9743324793708,6.08281238434237,6
293,-1.759743324793726,-175.9743324793726,6.183645676323685,6
294,-1.759743324793708,-175.9743324793708,5.983345975298552,6
295,-1.759743324793726,-175.9743324793726,6.25214171348256,6
296,-1.759743324793708,-175.9743324793708,3.666116152942741,6
297,-1.759743324793726,-175.9743324793726,3.576269062187192,6
298,-1.759743324793726,-175.9743324793726,6.183645676323685,6
299,-1.759743324793726,-175.9743324793726,7.13982393658191,6
300,-1.759743324793708,-175.9743324793708,6.835647163492464,6
301,-1.759743324793708,-175.9743324793708,4.274905121666152,6
302,-1.759743324793726,-175.9743324793726,4.345685683061476,6
303,-1.759743324793726,-175.9743324793726,4.455723617851436,6
304,-1.759743324793726,-175.9743324793726,6.234712395600115,6
305,-1.759743324793726,-175.9743324793726,7.139579921476434,6
306,-1.759743324793708,-175.9743324793708,6.021273361937709,6
307,-1.759743324793726,-175.9743324793726,6.294312146476441,6
308,-1.759743324793726,-175.9743324793726,3.5419598056925676,6
309,-1.759743324793708,-175.9743324793708,3.666116152942741,6
310,-1.759743324793708,-175.9743324793708,3.479939746013744,6
311,-1.759743324793726,-175.9743324793726,6.25214171348256,6
312,-1.759743324793708,-175.9743324793708,6.138913972785804,6
313,-1.759743324793708,-175.9743324793708,4.338751726344469,6
314,-1.759743324793708,-175.9743324793708,6.835647163492464,6
315,-1.759743324793708,-175.9743324793708,5.983345975298552,6
316,-1.759743324793708,-175.9743324793708,6.835647163492464,6
317,-1.759743324793726,-175.9743324793726,6.183645676323685,6
318,-1.759743324793726,-175.9743324793726,6.291658926664569,6
319,-1.759743324793708,-175.9743324793708,6.832630920116066,6
320,-1.759743324793726,-175.9743324793726,3.576269062187192,6
321,-1.759743324793726,-175.9743324793726,7.13982393658191,6
322,-1.759743324793726,-175.9743324793726,7.208075958635309,6
323,-1.759743324793708,-175.9743324793708,4.338751726344469,6
324,-1.759743324793708,-175.9743324793708,6.835647163492464,6
325,-1.759743324793726,-175.9743324793726,7.13982393658191,6
326,-1.759743324793708,-175.9743324793708,6.835647163492464,6
327,-1.759743324793726,-175.9743324793726,4.455723617851436,6
328,-1.759743324793708,-175.9743324793708,6.775091091478467,6
329,-1.759743324793726,-175.9743324793726,6.362808183635316,6
330,-1.759743324793726,-175.9743324793726,6.25214171348256,6
331,-1.759743324793726,-175.9743324793726,6.25214171348256,6
332,-1.759743324793726,-175.9743324793726,6.362808183635316,6
333,-1.759743324793708,-175.9743324793708,6.775091091478467,6
334,-1.759743324793708,-175.9743324793708,4.338751726344469,6
335,-1.759743324793726,-175.9743324793726,6.294312146476441,6
336,-1.759743324793708,-175.9743324793708,5.92167649079729,6
337,-1.759743324793708,-175.9743324793708,4.338751726344469,6
338,-1.759743324793708,-175.9743324793708,6.027654593186348,6
339,-1.759743324793726,-175.9743324793726,3.5419598056925676,6
340,-1.759743324793726,-175.9743324793726,7.139579921476434,6
341,-1.759743324793708,-175.9743324793708,3.479939746013744,6
342,-1.759743324793708,-175.9743324793708,6.775091091478467,6
343,-1.759743324793708,-175.9743324793708,6.08281238434237,6
344,-1.759743324793708,-175.9743324793708,6.775091091478467,6
345,-1.759743324793708,-175.9743324793708,6.089254607753422,6
346,-1.759743324793726,-175.9743324793726,6.362808183635316,6
347,-1.759743324793708,-175.9743324793708,6.0237033923395655,6
348,-1.759743324793708,-175.9743324793708,6.8981821355299235,6
349,-1.759743324793726,-175.9743324793726,7.071976476528155,6
350,-1.759743324793726,-175.9743324793726,7.208075958635309,6
351,-1.759743324793708,-175.9743324793708,6.021273361937709,6
352,-1.759743324793726,-175.9743324793726,7.208075958635309,6
353,-1.759743324793708,-175.9743324793708,6.08281238434237,6
354,-1.759743324793708,-175.9743324793708,6.775091091478467,6
355,-1.759743324793708,-175.9743324793708,3.479939746013744,6
356,-1.759743324793726,-175.9743324793726,6.362808183635316,6
357,-1.759743324793708,-175.9743324793708,5.983345975298552,6
358,-1.759743324793726,-175.9743324793726,7.139579921476434,6
359,-1.759743324793708,-175.9743324793708,3.5976201157838656,6
360,-1.759743324793726,-175.9743324793726,6.25214171348256,6
361,-1.759743324793708,-175.9743324793708,6.835647163492464,6
362,-1.759743324793726,-175.9743324793726,3.5975337471044506,6
363,-1.759743324793708,-175.9743324793708,3.5976201157838656,6
364,-1.759743324793708,-175.9743324793708,6.021273361937709,6
365,-1.759743324793726,-175.9743324793726,6.355774472375868,6
366,-1.759743324793726,-175.9743324793726,6.302559855653871,6
367,-1.759743324793726,-175.9743324793726,6.355774472375868,6
368,-1.759743324793726,-175.9743324793726,6.25214171348256,6
369,-1.759743324793726,-175.9743324793726,7.0767778905805585,6
370,-1.759743324793708,-175.9743324793708,6.021273361937709,6
371,-1.759743324793726,-175.9743324793726,7.208075958635309,6
372,-1.759743324793708,-175.9743324793708,6.8981821355299235,6
373,-1.759743324793708,-175.9743324793708,4.274905121666152,6
374,-1.759743324793708,-175.9743324793708,6.835647163492464,6
375,-1.759743324793708,-175.9743324793708,6.835647163492464,6
376,-1.759743324793726,-175.9743324793726,3.5975337471044506,6
377,-1.759743324793726,-175.9743324793726,6.25214171348256,6
378,-1.759743324793726,-175.9743324793726,4.348636122217381,6
379,-1.759743324793708,-175.9743324793708,6.072828171130405,6
380,-1.759743324793708,-175.9743324793708,4.338751726344469,6
381,-1.759743324793708,-175.9743324793708,6.835647163492464,6
382,-1.759743324793726,-175.9743324793726,7.208075958635309,6
383,-1.759743324793708,-175.9743324793708,6.07684410227074,6
384,-1.759743324793708,-175.9743324793708,3.5448508445253197,6
385,-1.759743324793708,-175.9743324793708,6.08281238434237,6
386,-1.759743324793726,-175.9743324793726,7.208075958635309,6
387,-1.759743324793708,-175.9743324793708,6.08281238434237,6
388,-1.759743324793708,-175.9743324793708,6.775091091478467,6
389,-1.759743324793708,-175.9743324793708,3.666116152942741,6
390,-1.759743324793726,-175.9743324793726,6.25214171348256,6
391,-1.759743324793726,-175.9743324793726,6.355774472375868,6
392,-1.759743324793726,-175.9743324793726,6.294312146476441,6
393,-1.759743324793726,-175.9743324793726,6.291658926664569,6
394,-1.759743324793708,-175.9743324793708,5.983345975298552,6
395,-1.759743324793726,-175.9743324793726,7.208075958635309,6
396,-1.759743324793726,-175.9743324793726,4.455723617851436,6
397,-1.759743324793708,-175.9743324793708,6.072828171130405,6
398,-1.759743324793708,-175.9743324793708,6.835647163492464,6
399,-1.759743324793726,-175.9743324793726,4.413533143115231,6
400,-1.759743324793726,-175.9743324793726,3.610455842851443,6
401,-1.759743324793708,-175.9743324793708,5.983345975298552,6
402,-1.759743324793726,-175.9743324793726,3.610455842851443,6
403,-1.759743324793726,-175.9743324793726,6.355774472375868,6
404,-1.759743324793708,-175.9743324793708,6.08281238434237,6
405,-1.759743324793708,-175.9743324793708,6.835647163492464,6
406,-1.759743324793708,-175.9743324793708,6.8981821355299235,6
407,-1.759743324793726,-175.9743324793726,4.387227580692561,6
408,-1.759743324793708,-175.9743324793708,6.08281238434237,6
409,-1.759743324793708,-175.9743324793708,6.835647163492464,6
410,-1.759743324793708,-175.9743324793708,6.0237033923395655,6
411,-1.759743324793726,-175.9743324793726,7.208075958635309,6
412,-1.759743324793726,-175.9743324793726,7.208075958635309,6
413,-1.759743324793708,-175.9743324793708,3.479939746013744,6
414,-1.759743324793708,-175.9743324793708,3.666116152942741,6
415,-1.759743324793708,-175.9743324793708,3.5976201157838656,6
416,-1.759743324793708,-175.9743324793708,5.983345975298552,6
417,-1.759743324793726,-175.9743324793726,4.455723617851436,6
418,-1.759743324793726,-175.9743324793726,6.291658926664569,6
419,-1.759743324793708,-175.9743324793708,6.08281238434237,6
420,-1.759743324793726,-175.9743324793726,3.5419598056925676,6
421,-1.759743324793726,-175.9743324793726,6.294312146476441,6
422,-1.759743324793726,-175.9743324793726,4.345685683061476,6
423,-1.759743324793708,-175.9743324793708,3.563554874394717,6
424,-1.759743324793726,-175.9743324793726,6.294312146476441,6
425,-1.759743324793708,-175.9743324793708,6.835647163492464,6
426,-1.759743324793726,-175.9743324793726,4.455723617851436,6
427,-1.759743324793726,-175.9743324793726,6.362808183635316,6
428,-1.759743324793726,-175.9743324793726,7.13982393658191,6
429,-1.759743324793708,-175.9743324793708,6.775091091478467,6
430,-1.759743324793708,-175.9743324793708,5.216617099256634,6
431,-1.759743324793708,-175.9743324793708,6.8981821355299235,6
432,-1.759743324793708,-175.9743324793708,3.666116152942741,6
433,-1.759743324793726,-175.9743324793726,3.610455842851443,6
434,-1.759743324793726,-175.9743324793726,6.238945361562077,6
435,-1.759743324793708,-175.9743324793708,3.631402334448472,6
436,-1.759743324793726,-175.9743324793726,7.208075958635309,6
437,-1.759743324793726,-175.9743324793726,4.387227580692561,6
438,-1.759743324793726,-175.9743324793726,6.294312146476441,6
439,-1.759743324793708,-175.9743324793708,5.983345975298552,6
440,-1.759743324793708,-175.9743324793708,6.835647163492464,6
441,-1.759743324793726,-175.9743324793726,7.13982393658191,6
442,-1.759743324793708,-175.9743324793708,6.021273361937709,6
443,-1.759743324793708,-175.9743324793708,6.08281238434237,6
444,-1.759743324793708,-175.9743324793708,6.08281238434237,6
445,-1.759743324793708,-175.9743324793708,6.8981821355299235,6
446,-1.759743324793708,-175.9743324793708,4.274905121666152,6
447,-1.759743324793708,-175.9743324793708,5.983345975298552,6
448,-1.759743324793726,-175.9743324793726,4.345685683061476,6
449,-1.759743324793708,-175.9743324793708,5.983345975298552,6
450,-1.759743324793708,-175.9743324793708,4.338751726344469,6
451,-1.759743324793708,-175.9743324793708,6.089254607753422,6
452,-1.759743324793726,-175.9743324793726,3.610455842851443,6
453,-1.759743324793726,-175.9743324793726,7.139579921476434,6
454,-1.759743324793726,-175.9743324793726,6.302559855653871,6
455,-1.759743324793708,-175.9743324793708,5.983345975298552,6
456,-1.759743324793708,-175.9743324793708,6.0237033923395655,6
457,-1.759743324793708,-175.9743324793708,4.37951798818079,6
458,-1.759743324793708,-175.9743324793708,6.08281238434237,6
459,-1.759743324793708,-175.9743324793708,4.274905121666152,6
460,-1.759743324793708,-175.9743324793708,4.274905121666152,6
461,-1.759743324793708,-175.9743324793708,6.835647163492464,6
